ISO28178
FILE_DESCRIPTOR	"FOGRA60"
ORIGINATOR	"Fogra, www.fogra.org, developed by GMG GmbH & Co. KG"
CREATED	"February 2021"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Offset printing, according to ISO 12647-9:2021, White coated metal 1, fluorescence No, tone value increase curves A (CMYK)"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD "TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
336	10	30	55	0	62.423	10.725	30.088
337	10	20	55	0	66.912	3.984	32.557
338	10	10	55	0	71.397	-2.887	35.009
339	10	0	55	0	76.446	-10.236	38.367
340	10	100	40	0	38.772	55.185	12.535
341	10	85	40	0	42.471	48.497	11.943
342	10	70	40	0	47.686	38.260	13.376
343	10	55	40	0	53.439	27.664	15.037
344	10	40	40	0	58.963	17.937	17.071
345	10	30	40	0	63.118	11.281	18.676
346	10	20	40	0	67.634	4.629	20.487
347	10	10	40	0	72.184	-2.170	22.330
348	10	0	40	0	77.237	-9.388	24.913
349	10	100	30	0	38.784	56.025	7.738
350	10	85	30	0	42.629	49.013	6.715
351	10	70	30	0	47.889	38.720	7.373
352	10	55	30	0	53.855	27.936	8.290
353	10	40	30	0	59.457	18.242	9.763
354	10	30	30	0	63.627	11.677	10.992
355	10	20	30	0	68.164	5.110	12.443
356	10	10	30	0	72.768	-1.664	13.984
357	10	0	30	0	77.825	-8.770	16.048
358	70	100	10	20	21.553	26.582	-22.628
359	70	70	10	20	27.635	13.656	-24.943
360	70	40	10	20	35.534	-1.826	-25.822
361	70	20	10	20	41.701	-12.268	-25.976
362	70	10	10	20	45.205	-17.706	-25.845
363	70	0	10	20	48.952	-23.533	-25.458
